"instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","rentals"
462,"2012-04-06","Spring",1,4,"No",5,"Yes","Clear",10.956651,0.390767,37.7083,20.125996,1807,4653,6460
463,"2012-04-07","Spring",1,4,"No",6,"No","Clear",12.5625,0.426129,25.4167,18.416357,3252,3605,6857
464,"2012-04-08","Spring",1,4,"No",0,"No","Clear",15.5,0.492425,27.5833,15.583932,2230,2939,5169
465,"2012-04-09","Spring",1,4,"No",1,"Yes","Clear",14.990849,0.476638,31.75,23.999132,905,4680,5585
466,"2012-04-10","Spring",1,4,"No",2,"Yes","Clear",12.993349,0.436233,43.5,16.708125,819,5099,5918
467,"2012-04-11","Spring",1,4,"No",3,"Yes","Clear",8.388712,0.337274,46.9565,19.783358,482,4380,4862
468,"2012-04-12","Spring",1,4,"No",4,"Yes","Clear",10.6825,0.387604,46.625,19.458743,663,4746,5409
469,"2012-04-13","Spring",1,4,"No",5,"Yes","Clear",12.7975,0.431808,40.8333,10.416557,1252,5146,6398
470,"2012-04-14","Spring",1,4,"No",6,"No","Clear",15.265,0.487996,50.2917,12.791439,2795,4665,7460
471,"2012-04-15","Spring",1,4,"No",0,"No","Clear",20.513349,0.573875,50.7917,15.083643,2846,4286,7132
472,"2012-04-16","Spring",1,4,"Yes",1,"No","Clear",23.215849,0.614925,56.1667,19.083543,1198,5172,6370
473,"2012-04-17","Spring",1,4,"No",2,"Yes","Clear",20.591651,0.598487,39.0417,18.333143,989,5702,6691
474,"2012-04-18","Spring",1,4,"No",3,"Yes","Few Clouds",13.776651,0.457038,56.9167,11.250104,347,4020,4367
475,"2012-04-19","Spring",1,4,"No",4,"Yes","Clear",15.421651,0.493046,61.25,4.4172564,846,5719,6565
476,"2012-04-20","Spring",1,4,"No",5,"Yes","Clear",16.753349,0.515775,69.4583,10.041357,1340,5950,7290
477,"2012-04-21","Spring",1,4,"No",6,"No","Clear",18.79,0.542921,68.2917,19.000329,2541,4083,6624
478,"2012-04-22","Spring",1,4,"No",0,"No","Partly Cloudy",10.643349,0.389504,83.5417,23.084582,120,907,1027
479,"2012-04-23","Spring",1,4,"No",1,"Yes","Few Clouds",7.118349,0.301125,76.6667,20.334232,195,3019,3214
480,"2012-04-24","Spring",1,4,"No",2,"Yes","Clear",11.426651,0.405283,45.4167,16.708661,518,5115,5633
481,"2012-04-25","Spring",1,4,"No",3,"Yes","Clear",14.403349,0.470317,42.7917,7.959064,655,5541,6196
482,"2012-04-26","Spring",1,4,"No",4,"Yes","Few Clouds",15.421651,0.483583,75.6667,11.833875,475,4551,5026
483,"2012-04-27","Spring",1,4,"No",5,"Yes","Clear",13.5025,0.452637,40.0833,23.291411,1014,5219,6233
484,"2012-04-28","Spring",1,4,"No",6,"No","Few Clouds",9.703349,0.377504,48.9583,8.708325,1120,3100,4220
485,"2012-04-29","Spring",1,4,"No",0,"No","Clear",13.541651,0.450121,58.7083,7.832836,2229,4075,6304
486,"2012-04-30","Spring",1,4,"No",1,"Yes","Few Clouds",13.815849,0.457696,57,11.499746,665,4907,5572
487,"2012-05-01","Spring",1,5,"No",2,"Yes","Few Clouds",20.826651,0.577021,65.9583,10.458432,653,5087,5740
488,"2012-05-02","Spring",1,5,"No",3,"Yes","Clear",18.515849,0.537896,79.7083,9.249886,667,5502,6169
489,"2012-05-03","Spring",1,5,"No",4,"Yes","Few Clouds",18.32,0.537242,76.8333,8.957632,764,5657,6421
490,"2012-05-04","Spring",1,5,"No",5,"Yes","Clear",21.4925,0.590917,73.5417,10.916846,1069,5227,6296
491,"2012-05-05","Spring",1,5,"No",6,"No","Few Clouds",21.218349,0.584608,75.6667,10.250464,2496,4387,6883
492,"2012-05-06","Spring",1,5,"No",0,"No","Few Clouds",18.4375,0.546737,74,10.041893,2135,4224,6359
493,"2012-05-07","Spring",1,5,"No",1,"Yes","Few Clouds",17.2625,0.527142,66.4167,15.458307,1008,5265,6273
494,"2012-05-08","Spring",1,5,"No",2,"Yes","Few Clouds",19.338349,0.557471,68.5833,19.833943,738,4990,5728
495,"2012-05-09","Spring",1,5,"No",3,"Yes","Few Clouds",19.025,0.553025,74.4167,14.499604,620,4097,4717
496,"2012-05-10","Spring",1,5,"No",4,"Yes","Clear",15.774151,0.491783,55.2083,21.042221,1026,5546,6572
497,"2012-05-11","Spring",1,5,"No",5,"Yes","Clear",17.066651,0.520833,36.0417,15.874779,1319,5711,7030
498,"2012-05-12","Spring",1,5,"No",6,"No","Clear",18.515849,0.544817,48.0417,8.249911,2622,4807,7429
499,"2012-05-13","Spring",1,5,"No",0,"No","Clear",20.7875,0.585238,57.625,15.082839,2172,3946,6118
500,"2012-05-14","Spring",1,5,"No",1,"Yes","Few Clouds",18.946651,0.5499,78.9583,14.250364,342,2501,2843
501,"2012-05-15","Spring",1,5,"No",2,"Yes","Few Clouds",20.748349,0.576404,79.4583,9.875264,625,4490,5115
502,"2012-05-16","Spring",1,5,"No",3,"Yes","Clear",21.923349,0.595975,69.7917,8.208304,991,6433,7424
503,"2012-05-17","Spring",1,5,"No",4,"Yes","Clear",19.886651,0.572613,52,15.374825,1242,6142,7384
504,"2012-05-18","Spring",1,5,"No",5,"Yes","Clear",18.515849,0.551121,52.3333,9.166739,1521,6118,7639
505,"2012-05-19","Spring",1,5,"No",6,"No","Clear",20.2,0.566908,45.625,5.626325,3410,4884,8294
506,"2012-05-20","Spring",1,5,"No",0,"No","Clear",21.179151,0.583967,53.0417,17.042589,2704,4425,7129
507,"2012-05-21","Spring",1,5,"No",1,"Yes","Few Clouds",20.121651,0.565667,81.125,15.624668,630,3729,4359
508,"2012-05-22","Spring",1,5,"No",2,"Yes","Few Clouds",20.905,0.580825,76.5833,7.917189,819,5254,6073
509,"2012-05-23","Spring",1,5,"No",3,"Yes","Few Clouds",21.218349,0.584612,77.4583,6.834,766,4494,5260
510,"2012-05-24","Spring",1,5,"No",4,"Yes","Clear",22.785,0.6067,71.6667,11.584032,1059,5711,6770
511,"2012-05-25","Spring",1,5,"No",5,"Yes","Clear",23.96,0.627529,74.7083,9.41685,1417,5317,6734
512,"2012-05-26","Spring",1,5,"No",6,"No","Clear",24.5475,0.642696,73.25,13.332464,2855,3681,6536
513,"2012-05-27","Spring",1,5,"No",0,"No","Clear",24.43,0.641425,69.7083,14.416457,3283,3308,6591
514,"2012-05-28","Spring",1,5,"Yes",1,"No","Clear",25.4875,0.6793,67.625,13.166907,2557,3486,6043
515,"2012-05-29","Spring",1,5,"No",2,"Yes","Clear",25.9575,0.672992,68.4583,19.7918,880,4863,5743
516,"2012-05-30","Spring",1,5,"No",3,"Yes","Few Clouds",22.863349,0.611129,67,9.000043,745,6110,6855
517,"2012-05-31","Spring",1,5,"No",4,"Yes","Clear",23.96,0.631329,49.2917,13.083693,1100,6238,7338
518,"2012-06-01","Spring",1,6,"No",5,"Yes","Few Clouds",22.745849,0.607962,75.5417,15.916721,533,3594,4127
519,"2012-06-02","Spring",1,6,"No",6,"No","Clear",19.416651,0.566288,54.9167,12.499654,2795,5325,8120
520,"2012-06-03","Spring",1,6,"No",0,"No","Clear",20.3175,0.575133,49.3333,12.333829,2494,5147,7641
521,"2012-06-04","Spring",1,6,"No",1,"Yes","Clear",20.0825,0.578283,48.7083,19.083811,1071,5927,6998
522,"2012-06-05","Spring",1,6,"No",2,"Yes","Few Clouds",17.419151,0.525892,61.3333,14.041525,968,6033,7001
523,"2012-06-06","Spring",1,6,"No",3,"Yes","Clear",18.045849,0.542292,61.125,5.167375,1027,6028,7055
524,"2012-06-07","Spring",1,6,"No",4,"Yes","Clear",20.3175,0.569442,56.7083,10.54245,1038,6456,7494
525,"2012-06-08","Spring",1,6,"No",5,"Yes","Clear",22.510849,0.597862,46.7917,11.750661,1488,6248,7736
526,"2012-06-09","Spring",1,6,"No",6,"No","Clear",25.409151,0.648367,43.7083,9.667229,2708,4790,7498
527,"2012-06-10","Spring",1,6,"No",0,"No","Clear",26.153349,0.663517,53.8333,8.959307,2224,4374,6598
528,"2012-06-11","Spring",1,6,"No",1,"Yes","Few Clouds",25.879151,0.659721,58.7917,13.916771,1017,5647,6664
529,"2012-06-12","Spring",1,6,"No",2,"Yes","Few Clouds",22.706651,0.597875,83.3333,14.374582,477,4495,4972
530,"2012-06-13","Spring",1,6,"No",3,"Yes","Clear",22.824151,0.611117,58.2083,22.999693,1173,6248,7421
531,"2012-06-14","Spring",1,6,"No",4,"Yes","Clear",22.471651,0.624383,56.9583,17.000111,1180,6183,7363
532,"2012-06-15","Spring",1,6,"No",5,"Yes","Clear",22.040849,0.599754,58.9583,11.833339,1563,6102,7665
533,"2012-06-16","Spring",1,6,"No",6,"No","Clear",21.688349,0.594708,50.4167,11.166689,2963,4739,7702
534,"2012-06-17","Spring",1,6,"No",0,"No","Clear",19.8475,0.571975,59.875,9.708568,2634,4344,6978
535,"2012-06-18","Spring",1,6,"No",1,"Yes","Few Clouds",18.711651,0.544842,77.7917,11.707982,653,4446,5099
536,"2012-06-19","Spring",1,6,"No",2,"Yes","Clear",24.351651,0.654692,69,9.917139,968,5857,6825
537,"2012-06-20","Spring",1,6,"No",3,"Yes","Clear",28.7775,0.720975,59.2083,7.625404,872,5339,6211
538,"2012-06-21","Summer",1,6,"No",4,"Yes","Clear",29.874151,0.752542,56.7917,7.958729,778,5127,5905
539,"2012-06-22","Summer",1,6,"No",5,"Yes","Clear",28.5425,0.724121,57.375,12.250414,964,4859,5823
540,"2012-06-23","Summer",1,6,"No",6,"No","Clear",26.388349,0.652792,53.4583,12.041307,2657,4801,7458
541,"2012-06-24","Summer",1,6,"No",0,"No","Clear",26.936651,0.674254,47.9167,9.750175,2551,4340,6891
542,"2012-06-25","Summer",1,6,"No",1,"Yes","Clear",25.644151,0.654042,50.4167,20.125661,1139,5640,6779
543,"2012-06-26","Summer",1,6,"No",2,"Yes","Clear",21.649151,0.594704,37.3333,23.292014,1077,6365,7442
544,"2012-06-27","Summer",1,6,"No",3,"Yes","Clear",24.7825,0.640792,36,18.208925,1077,6258,7335
545,"2012-06-28","Summer",1,6,"No",4,"Yes","Clear",27.210849,0.675512,42.25,11.50055,921,5958,6879
546,"2012-06-29","Summer",1,6,"No",5,"Yes","Clear",31.205849,0.786613,48.875,11.082939,829,4634,5463
547,"2012-06-30","Summer",1,6,"No",6,"No","Clear",27.955,0.687508,60.125,10.791757,1455,4232,5687
548,"2012-07-01","Summer",1,7,"No",0,"No","Clear",30.344151,0.750629,51.875,11.291443,1421,4110,5531
549,"2012-07-02","Summer",1,7,"No",1,"Yes","Clear",28.738349,0.702038,44.7083,13.082889,904,5323,6227
550,"2012-07-03","Summer",1,7,"No",2,"Yes","Clear",28.699151,0.70265,49.2083,8.457879,1052,5608,6660
551,"2012-07-04","Summer",1,7,"Yes",3,"No","Clear",29.090849,0.732337,53.875,9.04165,2562,4841,7403
552,"2012-07-05","Summer",1,7,"No",4,"Yes","Clear",30.8925,0.761367,45.7917,12.999943,1405,4836,6241
553,"2012-07-06","Summer",1,7,"No",5,"Yes","Clear",30.931651,0.752533,45.0833,9.791514,1366,4841,6207
554,"2012-07-07","Summer",1,7,"No",6,"No","Clear",32.498349,0.804913,49.2083,10.958118,1448,3392,4840
555,"2012-07-08","Summer",1,7,"No",0,"No","Clear",30.6575,0.790396,57.375,8.417143,1203,3469,4672
556,"2012-07-09","Summer",1,7,"No",1,"Yes","Few Clouds",25.409151,0.654054,68.3333,12.125325,998,5571,6569
557,"2012-07-10","Summer",1,7,"No",2,"Yes","Few Clouds",25.879151,0.664796,66.75,10.166379,954,5336,6290
558,"2012-07-11","Summer",1,7,"No",3,"Yes","Clear",25.683349,0.650271,63.3333,10.166111,975,6289,7264
559,"2012-07-12","Summer",1,7,"No",4,"Yes","Clear",25.644151,0.654683,52.9583,9.833925,1032,6414,7446
560,"2012-07-13","Summer",1,7,"No",5,"Yes","Few Clouds",26.388349,0.667933,48.5833,5.41695,1511,5988,7499
561,"2012-07-14","Summer",1,7,"No",6,"No","Few Clouds",25.056651,0.666042,69.9167,9.626493,2355,4614,6969
562,"2012-07-15","Summer",1,7,"No",0,"No","Clear",27.054151,0.705196,71.7917,11.166689,1920,4111,6031
563,"2012-07-16","Summer",1,7,"No",1,"Yes","Clear",27.876651,0.724125,64.5,11.000529,1088,5742,6830
564,"2012-07-17","Summer",1,7,"No",2,"Yes","Clear",30.461651,0.755683,50.5833,7.666743,921,5865,6786
565,"2012-07-18","Summer",1,7,"No",3,"Yes","Clear",29.286651,0.745583,57.7083,9.208614,799,4914,5713
566,"2012-07-19","Summer",1,7,"No",4,"Yes","Clear",28.19,0.714642,60.0417,11.083743,888,5703,6591
567,"2012-07-20","Summer",1,7,"No",5,"Yes","Few Clouds",23.294151,0.613025,84.4167,14.000789,747,5123,5870
568,"2012-07-21","Summer",1,7,"No",6,"No","Partly Cloudy",20.004151,0.549912,86.5417,14.2911,1264,3195,4459
569,"2012-07-22","Summer",1,7,"No",0,"No","Few Clouds",23.3725,0.623125,76.25,6.2926936,2544,4866,7410
570,"2012-07-23","Summer",1,7,"No",1,"Yes","Clear",26.858349,0.690017,69.4167,9.291761,1135,5831,6966
571,"2012-07-24","Summer",1,7,"No",2,"Yes","Clear",27.289151,0.70645,65.5,14.167418,1140,6452,7592
572,"2012-07-25","Summer",1,7,"No",3,"Yes","Clear",26.035849,0.654054,45,11.0416,1383,6790,8173
573,"2012-07-26","Summer",1,7,"No",4,"Yes","Clear",28.503349,0.739263,59.6667,19.082471,1036,5825,6861
574,"2012-07-27","Summer",1,7,"No",5,"Yes","Clear",28.738349,0.734217,59.4583,10.250464,1259,5645,6904
575,"2012-07-28","Summer",1,7,"No",6,"No","Clear",27.524151,0.697604,61.3333,10.54245,2234,4451,6685
576,"2012-07-29","Summer",1,7,"No",0,"No","Clear",25.918349,0.667933,62.375,11.416532,2153,4444,6597
577,"2012-07-30","Summer",1,7,"No",1,"Yes","Clear",26.349151,0.684987,66.875,10.292339,1040,6065,7105
578,"2012-07-31","Summer",1,7,"No",2,"Yes","Clear",25.526651,0.662896,70.4167,11.083475,968,6248,7216
579,"2012-08-01","Summer",1,8,"No",3,"Yes","Clear",25.7225,0.667308,67.75,9.458993,1074,6506,7580
580,"2012-08-02","Summer",1,8,"No",4,"Yes","Clear",27.3675,0.707088,65.9583,8.666718,983,6278,7261
581,"2012-08-03","Summer",1,8,"No",5,"Yes","Few Clouds",27.994151,0.722867,64.25,14.458064,1328,5847,7175
582,"2012-08-04","Summer",1,8,"No",6,"No","Clear",29.286651,0.751267,61.3333,17.249686,2345,4479,6824
583,"2012-08-05","Summer",1,8,"No",0,"No","Clear",28.150849,0.731079,65.25,19.458207,1707,3757,5464
584,"2012-08-06","Summer",1,8,"No",1,"Yes","Few Clouds",27.3675,0.710246,65.4167,8.666718,1233,5780,7013
585,"2012-08-07","Summer",1,8,"No",2,"Yes","Few Clouds",26.584151,0.697621,70.375,7.832836,1278,5995,7273
586,"2012-08-08","Summer",1,8,"No",3,"Yes","Few Clouds",27.25,0.707717,67.2917,7.4169,1263,6271,7534
587,"2012-08-09","Summer",1,8,"No",4,"Yes","Clear",27.524151,0.699508,62.0417,10.4587,1196,6090,7286
588,"2012-08-10","Summer",1,8,"No",5,"Yes","Few Clouds",25.644151,0.667942,71.5833,16.000471,1065,4721,5786
589,"2012-08-11","Summer",1,8,"No",6,"No","Few Clouds",24.5475,0.638267,73.2917,13.834093,2247,4052,6299
590,"2012-08-12","Summer",1,8,"No",0,"No","Clear",24.939151,0.644579,53.0417,8.208304,2182,4362,6544
591,"2012-08-13","Summer",1,8,"No",1,"Yes","Clear",25.879151,0.662254,54.5417,9.126204,1207,5676,6883
592,"2012-08-14","Summer",1,8,"No",2,"Yes","Clear",26.153349,0.676779,68.6667,11.333586,1128,5656,6784
593,"2012-08-15","Summer",1,8,"No",3,"Yes","Clear",25.213349,0.654037,61.9583,11.374657,1198,6149,7347
594,"2012-08-16","Summer",1,8,"No",4,"Yes","Clear",25.800849,0.654688,51.9167,9.500332,1338,6267,7605
595,"2012-08-17","Summer",1,8,"No",5,"Yes","Clear",25.996651,0.2424,57.0833,15.500718,1483,5665,7148
596,"2012-08-18","Summer",1,8,"No",6,"No","Clear",23.881651,0.618071,60.3333,11.917089,2827,5038,7865
597,"2012-08-19","Summer",1,8,"No",0,"No","Few Clouds",21.884151,0.603554,71.1667,5.79215,1208,3341,4549
598,"2012-08-20","Summer",1,8,"No",1,"Yes","Few Clouds",21.884151,0.595967,73.4167,8.708593,1026,5504,6530
599,"2012-08-21","Summer",1,8,"No",2,"Yes","Clear",22.510849,0.601025,67.375,4.8756436,1081,5925,7006
600,"2012-08-22","Summer",1,8,"No",3,"Yes","Clear",23.3725,0.621854,67.7083,4.7089811,1094,6281,7375
601,"2012-08-23","Summer",1,8,"No",4,"Yes","Clear",24.704151,0.637008,63.5833,5.6679186,1363,6402,7765
602,"2012-08-24","Summer",1,8,"No",5,"Yes","Few Clouds",25.0175,0.6471,61.5,4.8337686,1325,6257,7582
603,"2012-08-25","Summer",1,8,"No",6,"No","Few Clouds",23.098349,0.618696,71.2917,16.375336,1829,4224,6053
604,"2012-08-26","Summer",1,8,"No",0,"No","Few Clouds",22.706651,0.595996,84.5833,15.333486,1483,3772,5255
605,"2012-08-27","Summer",1,8,"No",1,"Yes","Clear",25.056651,0.654688,73.0417,8.625111,989,5928,6917
606,"2012-08-28","Summer",1,8,"No",2,"Yes","Clear",26.231651,0.66605,62,12.791975,935,6105,7040
607,"2012-08-29","Summer",1,8,"No",3,"Yes","Clear",24.195,0.635733,55.2083,7.541654,1177,6520,7697
608,"2012-08-30","Summer",1,8,"No",4,"Yes","Clear",25.213349,0.652779,59.0417,5.1668189,1172,6541,7713
609,"2012-08-31","Summer",1,8,"No",5,"Yes","Clear",27.915849,0.6894,58.75,11.291711,1433,5917,7350
610,"2012-09-01","Summer",1,9,"No",6,"No","Few Clouds",27.406651,0.702654,63.8333,7.583529,2352,3788,6140
611,"2012-09-02","Summer",1,9,"No",0,"No","Few Clouds",24.743349,0.649,81.5,4.2927436,2613,3197,5810
612,"2012-09-03","Summer",1,9,"Yes",1,"No","Clear",25.2525,0.661629,79.0833,10.125107,1965,4069,6034
613,"2012-09-04","Summer",1,9,"No",2,"Yes","Clear",26.114151,0.686888,75.5,15.833507,867,5997,6864
614,"2012-09-05","Summer",1,9,"No",3,"Yes","Clear",26.623349,0.708983,74.125,12.583136,832,6280,7112
615,"2012-09-06","Summer",1,9,"No",4,"Yes","Few Clouds",24.743349,0.655329,81.0417,9.542207,611,5592,6203
616,"2012-09-07","Summer",1,9,"No",5,"Yes","Clear",25.056651,0.657204,73.625,11.500282,1045,6459,7504
617,"2012-09-08","Summer",1,9,"No",6,"No","Few Clouds",22.980849,0.611121,79.9167,18.833968,1557,4419,5976
618,"2012-09-09","Summer",1,9,"No",0,"No","Clear",20.67,0.578925,54.75,15.041232,2570,5657,8227
619,"2012-09-10","Summer",1,9,"No",1,"Yes","Clear",19.416651,0.565654,50.375,17.333771,1118,6407,7525
620,"2012-09-11","Summer",1,9,"No",2,"Yes","Clear",19.1425,0.554292,52,6.1676314,1070,6697,7767
621,"2012-09-12","Summer",1,9,"No",3,"Yes","Clear",20.160849,0.570075,57.7083,8.833682,1050,6820,7870
622,"2012-09-13","Summer",1,9,"No",4,"Yes","Clear",20.7875,0.579558,63.7083,5.5422936,1054,6750,7804
623,"2012-09-14","Summer",1,9,"No",5,"Yes","Clear",21.766651,0.594083,67.25,6.958821,1379,6630,8009
624,"2012-09-15","Summer",1,9,"No",6,"No","Clear",20.591651,0.585867,50.1667,16.583907,3160,5554,8714
625,"2012-09-16","Summer",1,9,"No",0,"No","Clear",19.26,0.563125,57,6.0422811,2166,5167,7333
626,"2012-09-17","Summer",1,9,"No",1,"Yes","Few Clouds",19.299151,0.55305,73.4583,10.166714,1022,5847,6869
627,"2012-09-18","Summer",1,9,"No",2,"Yes","Few Clouds",21.296651,0.565067,87.25,23.958329,371,3702,4073
628,"2012-09-19","Summer",1,9,"No",3,"Yes","Clear",17.9675,0.540404,53.6667,14.416725,788,6803,7591
629,"2012-09-20","Summer",1,9,"No",4,"Yes","Clear",17.693349,0.532192,61.8333,7.917189,939,6781,7720
630,"2012-09-21","Summer",1,9,"No",5,"Yes","Clear",20.160849,0.571971,66.875,10.333343,1250,6917,8167
631,"2012-09-22","Summer",1,9,"No",6,"No","Clear",22.55,0.610488,64.6667,19.000061,2512,5883,8395
632,"2012-09-23","Fall",1,9,"No",0,"No","Clear",16.870849,0.518933,46.7083,14.958286,2454,5453,7907
633,"2012-09-24","Fall",1,9,"No",1,"Yes","Clear",16.165849,0.502513,49.2917,9.541068,1001,6435,7436
634,"2012-09-25","Fall",1,9,"No",2,"Yes","Clear",17.85,0.544179,57,15.833507,845,6693,7538
635,"2012-09-26","Fall",1,9,"No",3,"Yes","Clear",21.845,0.596613,63.0833,16.3748,787,6946,7733
636,"2012-09-27","Fall",1,9,"No",4,"Yes","Few Clouds",22.55,0.607975,69.0833,9.000914,751,6642,7393
637,"2012-09-28","Fall",1,9,"No",5,"Yes","Few Clouds",21.100849,0.585863,69,10.999993,1045,6370,7415
638,"2012-09-29","Fall",1,9,"No",6,"No","Clear",17.4975,0.530296,54.2917,15.249468,2589,5966,8555
639,"2012-09-30","Fall",1,9,"No",0,"No","Clear",16.753349,0.517663,58.3333,9.042186,2015,4874,6889
640,"2012-10-01","Fall",1,10,"No",1,"Yes","Few Clouds",16.479151,0.512,64.9167,6.0838814,763,6015,6778
641,"2012-10-02","Fall",1,10,"No",2,"Yes","Partly Cloudy",19.769151,0.542333,87.1667,6.999825,315,4324,4639
642,"2012-10-03","Fall",1,10,"No",3,"Yes","Few Clouds",22.9025,0.599133,79.375,4.4585686,728,6844,7572
643,"2012-10-04","Fall",1,10,"No",4,"Yes","Few Clouds",22.9025,0.607975,72.2917,7.875582,891,6437,7328
644,"2012-10-05","Fall",1,10,"No",5,"Yes","Clear",20.905,0.580187,62.75,7.12545,1516,6640,8156
645,"2012-10-06","Fall",1,10,"No",6,"No","Clear",18.045849,0.538521,66.4167,17.957675,3031,4934,7965
646,"2012-10-07","Fall",1,10,"No",0,"No","Few Clouds",11.544151,0.419813,70.8333,9.457854,781,2729,3510
647,"2012-10-08","Fall",1,10,"Yes",1,"No","Few Clouds",10.016651,0.387608,70.9583,12.708493,874,4604,5478
648,"2012-10-09","Fall",1,10,"No",2,"Yes","Few Clouds",12.993349,0.438112,76.1667,12.7501,601,5791,6392
649,"2012-10-10","Fall",1,10,"No",3,"Yes","Clear",16.165849,0.503142,63.0833,12.584007,780,6911,7691
650,"2012-10-11","Fall",1,10,"No",4,"Yes","Clear",12.445,0.431167,46.3333,12.166932,834,6736,7570
651,"2012-10-12","Fall",1,10,"No",5,"Yes","Clear",12.5625,0.433071,53.9167,15.751164,1060,6222,7282
652,"2012-10-13","Fall",1,10,"No",6,"No","Clear",10.486651,0.391396,49.4583,9.791514,2252,4857,7109
653,"2012-10-14","Fall",1,10,"No",0,"No","Clear",16.518349,0.508204,64.0417,18.667004,2080,4559,6639
654,"2012-10-15","Fall",1,10,"No",1,"Yes","Few Clouds",18.398349,0.53915,70.75,19.834479,760,5115,5875
655,"2012-10-16","Fall",1,10,"No",2,"Yes","Clear",14.011651,0.460846,55.8333,12.208807,922,6612,7534
656,"2012-10-17","Fall",1,10,"No",3,"Yes","Clear",13.424151,0.450108,69.2917,6.791857,979,6482,7461
657,"2012-10-18","Fall",1,10,"No",4,"Yes","Few Clouds",16.5575,0.512625,72.8333,15.874779,1008,6501,7509
658,"2012-10-19","Fall",1,10,"No",5,"Yes","Few Clouds",18.476651,0.537896,81.5,9.041918,753,4671,5424
659,"2012-10-20","Fall",1,10,"No",6,"No","Clear",14.755849,0.472842,57.2917,7.874979,2806,5284,8090
660,"2012-10-21","Fall",1,10,"No",0,"No","Clear",13.815849,0.456429,51,11.125618,2132,4692,6824
661,"2012-10-22","Fall",1,10,"No",1,"Yes","Clear",14.9125,0.482942,56.8333,5.4593811,830,6228,7058
662,"2012-10-23","Fall",1,10,"No",2,"Yes","Clear",17.575849,0.530304,64.1667,6.3345686,841,6625,7466
663,"2012-10-24","Fall",1,10,"No",3,"Yes","Clear",19.6125,0.558721,63.625,4.8762064,795,6898,7693
664,"2012-10-25","Fall",1,10,"No",4,"Yes","Few Clouds",17.85,0.529688,80.0417,8.333125,875,6484,7359
665,"2012-10-26","Fall",1,10,"No",5,"Yes","Few Clouds",17.654151,0.52275,80.7083,8.875289,1182,6262,7444
666,"2012-10-27","Fall",1,10,"No",6,"No","Few Clouds",16.91,0.515133,72,15.791364,2643,5209,7852
667,"2012-10-28","Fall",1,10,"No",0,"No","Few Clouds",14.4425,0.467771,69.4583,26.666536,998,3461,4459
668,"2012-10-29","Fall",1,10,"No",1,"Yes","Partly Cloudy",12.68,0.4394,88,23.9994,2,20,22
669,"2012-10-30","Fall",1,10,"No",2,"Yes","Few Clouds",6.954554,0.309909,82.5455,14.271603,87,1009,1096
670,"2012-10-31","Fall",1,10,"No",3,"Yes","Few Clouds",8.8025,0.3611,66.6667,11.166689,419,5147,5566
671,"2012-11-01","Fall",1,11,"No",4,"Yes","Few Clouds",9.194151,0.369942,58.1667,10.542182,466,5520,5986
672,"2012-11-02","Fall",1,11,"No",5,"Yes","Clear",8.685,0.356042,52.2083,17.833725,618,5229,5847
673,"2012-11-03","Fall",1,11,"No",6,"No","Few Clouds",8.136651,0.323846,49.125,18.125443,1029,4109,5138
674,"2012-11-04","Fall",1,11,"No",0,"No","Clear",7.314151,0.329538,53.2917,12.000236,1201,3906,5107
675,"2012-11-05","Fall",1,11,"No",1,"Yes","Clear",7.000849,0.308075,49.4167,15.833775,378,4881,5259
676,"2012-11-06","Fall",1,11,"No",2,"Yes","Clear",5.199151,0.281567,56.7083,11.625371,466,5220,5686
677,"2012-11-07","Fall",1,11,"No",3,"Yes","Few Clouds",5.904151,0.274621,54.75,20.375236,326,4709,5035
678,"2012-11-08","Fall",1,11,"No",4,"Yes","Clear",8.552178,0.341891,33.3478,23.304945,340,4975,5315
679,"2012-11-09","Fall",1,11,"No",5,"Yes","Clear",8.998349,0.355413,54.0833,14.375386,709,5283,5992
680,"2012-11-10","Fall",1,11,"No",6,"No","Clear",10.290849,0.393937,64.5417,3.8756686,2090,4446,6536
681,"2012-11-11","Fall",1,11,"No",0,"No","Clear",11.779151,0.421713,65.9167,8.5425,2290,4562,6852
682,"2012-11-12","Fall",1,11,"Yes",1,"No","Clear",14.795,0.475383,74.1667,11.625639,1097,5172,6269
683,"2012-11-13","Fall",1,11,"No",2,"Yes","Few Clouds",8.136651,0.323225,66.2917,22.917082,327,3767,4094
684,"2012-11-14","Fall",1,11,"No",3,"Yes","Clear",5.590849,0.281563,55.2083,13.374875,373,5122,5495
685,"2012-11-15","Fall",1,11,"No",4,"Yes","Few Clouds",7.118349,0.324492,62.0417,10.250129,320,5125,5445
686,"2012-11-16","Fall",1,11,"No",5,"Yes","Clear",8.215,0.347204,52.4583,11.458675,484,5214,5698
687,"2012-11-17","Fall",1,11,"No",6,"No","Clear",7.275,0.326383,54.5417,12.041843,1313,4316,5629
688,"2012-11-18","Fall",1,11,"No",0,"No","Clear",8.0975,0.337746,69.2917,15.250004,922,3747,4669
689,"2012-11-19","Fall",1,11,"No",1,"Yes","Few Clouds",9.899151,0.375621,62.3333,15.749489,449,5050,5499
690,"2012-11-20","Fall",1,11,"No",2,"Yes","Few Clouds",9.585849,0.380667,68.5,5.542575,534,5100,5634
691,"2012-11-21","Fall",1,11,"No",3,"Yes","Clear",8.606651,0.364892,61.375,6.917482,615,4531,5146
